countryName,year,builtUpLand,carbon,cropland,fishingGrounds,forestProducts,grazingLand,totalFootprint,countryCode
Afghanistan,1961,0.00950445331807075,0.00914143754812736,0.172404945718422,0.0000169430901845645,0.0275397710968453,0.168982317488604,0.387589868260255,AFG
Afghanistan,1962,0.00922594375380478,0.0115928878523788,0.16412168212148,0.0000167957074567513,0.0277278446723907,0.164000390245928,0.37668554435344,AFG
Afghanistan,1963,0.00881715597114512,0.0130262771316474,0.156945549733454,0.0000167306985946466,0.0286889215300197,0.186899933257115,0.394394568321976,AFG
Afghanistan,1964,0.00937664777764637,0.0155124766711452,0.166364223727809,0.0000165941866825462,0.031521148437141,0.18620170133369,0.408992792134112,AFG
Afghanistan,1965,0.00990038952099868,0.0175166056614322,0.173017338206968,0.0000164794471138838,0.0329405373194064,0.195497802477845,0.428889152633763,AFG
Afghanistan,1966,0.00911391124607287,0.0186526786595689,0.157188495157588,0.0000162753408284679,0.0349179773298367,0.18954713535779,0.409436473091685,AFG
Afghanistan,1967,0.0101050856387237,0.0202745582920074,0.174579819500314,0.0000215008356019323,0.0356091068001304,0.188850468156612,0.429440539223391,AFG
Afghanistan,1968,0.0103649066108873,0.020032652039862,0.172601063543976,0.0000213785633389064,0.0371745433808832,0.19277837110321,0.432972915242155,AFG
Afghanistan,1969,0.011236110486348,0.0182786083231689,0.184074784574507,0.0000211410354736371,0.0391265447838931,0.185791181767919,0.43852837097131,AFG
Afghanistan,1970,0.0100138165848502,0.0273823885080265,0.160688211378034,0.0000209735292702605,0.0407501520696002,0.186534616072018,0.4253901581418,AFG
Afghanistan,1971,0.00910934436534749,0.0312407108862243,0.157042660021911,0.000025796273987965,0.0415344435157451,0.18134065206101,0.420293607124226,AFG
Afghanistan,1972,0.0111661357250918,0.0236752833554583,0.171818567839856,0.0000258392295224601,0.0452294784639676,0.143090480627253,0.39500578524115,AFG
Afghanistan,1973,0.0121183936233945,0.0240388627662455,0.174492085591155,0.0000252629331105856,0.0455130017205074,0.145104522612526,0.401292129246938,AFG
Afghanistan,1974,0.0127258072702183,0.0288666931883877,0.177856207995571,0.0000253607259353788,0.0466154678840899,0.156394818109221,0.422484355173422,AFG
Afghanistan,1975,0.0136912756917742,0.0303172858786632,0.188057020735785,0.0000302407092890161,0.0455843460515531,0.165312642547147,0.442992811614213,AFG
Afghanistan,1976,0.0136787834974733,0.0286384138619636,0.182180513614679,0.00002992729353304,0.0455999167369975,0.168312401604917,0.438439956609562,AFG
Afghanistan,1977,0.0125805496465387,0.0357732651362897,0.166736273032724,0.0000300475322376709,0.0459823636086979,0.175478554654768,0.436581053611254,AFG
Afghanistan,1978,0.0129537649034956,0.0317395244249369,0.172162837073299,0.0000310894049530196,0.0454995195156629,0.167489634857049,0.429876370179398,AFG
Afghanistan,1979,0.0130952118052237,0.0342885292869663,0.179741964051937,0.0000303349181769081,0.0463332458234174,0.165693431796315,0.439182717682036,AFG
Afghanistan,1980,0.0126728095292695,0.0288803064999727,0.166330332972752,0.0000362286270468325,0.0471167912077564,0.1761981991288,0.431234667965597,AFG
Afghanistan,1981,0.0122926600097775,0.0324802351286164,0.173308818753359,0.0000371424854370279,0.0482404452068119,0.171893024877412,0.438252326461412,AFG
Afghanistan,1982,0.0118352353322661,0.0345253724507108,0.168536219191312,0.0000381904205968018,0.0490999556894447,0.179099444249207,0.443134417333536,AFG
Afghanistan,1983,0.0116520714512479,0.0432122849030521,0.168125849978587,0.0000460031643990763,0.0512042456656669,0.173756893751973,0.447997348914925,AFG
Afghanistan,1984,0.0112103086632598,0.048434686288244,0.165975394620092,0.0000494589378986507,0.0519972474560864,0.157073638354788,0.43474073432037,AFG
Afghanistan,1985,0.0111623640250396,0.059049967778536,0.16891337943415,0.0000508354547362184,0.0504089927237513,0.129729447118406,0.41931498653462,AFG
Afghanistan,1986,0.010607535778957,0.058301181724919,0.164738130936268,0.0000549656638277434,0.0511709928021749,0.122729370751022,0.407602177657169,AFG
Afghanistan,1987,0.0119326841325652,0.0621342103062344,0.19638273750969,0.0000705023668311418,0.0527828461844078,0.136804980303185,0.460107960802914,AFG
Afghanistan,1988,0.0106952346671919,0.0619638797548036,0.173710184680021,0.0000658328856953273,0.054300244529301,0.13454877720457,0.435284153721583,AFG
Afghanistan,1989,0.0102110454033429,0.0609268339249573,0.164402570079013,0.0000650844987730949,0.0534303892295978,0.146595838940217,0.435631762075901,AFG
Afghanistan,1990,0.00965694624807758,0.0567503848864991,0.151576207314863,0.0000679309559834618,0.0522412430036738,0.12792661220553,0.398219324614628,AFG
Afghanistan,1991,0.0104813988785724,0.0527433769432998,0.148455153060381,0.0000659644855980295,0.0516904053439992,0.117784609049071,0.381220907760921,AFG
Afghanistan,1992,0.00995071885707546,0.0321145776158136,0.131738659398769,0.0000698092996096481,0.0504172353053685,0.128037091894782,0.352328092371419,AFG
Afghanistan,1993,0.0116086212972686,0.032864673600983,0.14244640870457,0.0000632427531083123,0.049321135794587,0.108747171594377,0.345051253744894,AFG
Afghanistan,1994,0.0128134398021195,0.0298060710956821,0.141136396790717,0.0000645888392822931,0.0484097864221629,0.101658747859179,0.333889030809143,AFG
Afghanistan,1995,0.0131165233728881,0.0292348230376714,0.142461207203666,0.0000627429039600423,0.0483969314080189,0.104307436292117,0.337579664218321,AFG
Afghanistan,1996,0.0134509929044641,0.028397791664571,0.138306145393256,0.0000593232728417638,0.0479496512712759,0.119885414934133,0.348049319440542,AFG
Afghanistan,1997,0.0146923849195325,0.0268939358626894,0.146684237512589,0.0000561855273255551,0.0481756391470531,0.129000820605597,0.365503203574786,AFG
Afghanistan,1998,0.0157070450164067,0.0271676886918233,0.150361445622678,0.0000533216536272263,0.0481451371149055,0.136514115941601,0.377948754041042,AFG
Afghanistan,1999,0.0143525016923636,0.0252142232484024,0.13653104563449,0.0000529441291594138,0.0484556507376272,0.162805886333008,0.387412251775051,AFG
Afghanistan,2000,0.00976903221747026,0.0224657862788253,0.118860247040428,0.0000433807409877843,0.0481546547888369,0.146451971105301,0.345745072171849,AFG
Afghanistan,2001,0.0104024865722128,0.0237920104033288,0.130145316190451,0.0000344369298051811,0.0468449749625145,0.114241049105701,0.325460274164013,AFG
Afghanistan,2002,0.0161718565829731,0.024453479223138,0.163432014339682,0.0000422559572020146,0.0467790854649425,0.132255094022197,0.383133785590135,AFG
Afghanistan,2003,0.0190724143929571,0.0239378013627414,0.175873260189041,0.0000394067655508098,0.0463753720120137,0.12615388131536,0.391452136037663,AFG
Afghanistan,2004,0.0146949827249992,0.0217456063110616,0.134460486410653,0.0000561578741920955,0.0453225837828685,0.122894417399598,0.339174234503373,AFG
Afghanistan,2005,0.0225964663147158,0.0261135865468415,0.199563923609703,0.000116242351008095,0.0448576776905979,0.102119242802409,0.395367139315275,AFG
Afghanistan,2006,0.019382826210182,0.0285108597719341,0.169056101001674,0.0000741233596220682,0.0464893109364014,0.105438267449306,0.36895148872912,AFG
Afghanistan,2007,0.0244156731769284,0.0337983568247141,0.200515272369527,0.0000674273485324891,0.0464709717281894,0.0941808075440375,0.399448508991929,AFG
Afghanistan,2008,0.0164012782690034,0.0482855847208182,0.156285755992524,0.000121741317077805,0.0440976015816953,0.120851851015974,0.386043812897093,AFG
Afghanistan,2009,0.0265150208655554,0.0682978900235613,0.215897242798208,0.0000953941012066463,0.0462267382393191,0.104726918978453,0.461759205006303,AFG
Afghanistan,2010,0.0251742590923247,0.0871894543288257,0.19568575208606,0.000141940034149352,0.0462943155789085,0.123159597760252,0.47764531888052,AFG
Afghanistan,2011,0.0194529429606745,0.114880767746144,0.165562795398811,0.000168520182662559,0.0469338716006574,0.120049419618018,0.467048317506968,AFG
Afghanistan,2012,0.0262814893618975,0.100822090346229,0.189321836176102,0.0000907792449246917,0.0450816299582466,0.120483074874708,0.482080899962107,AFG
Afghanistan,2013,0.0263921822268141,0.0985602752594615,0.186837022136328,0.000159054846527978,0.0428271111594111,0.112702280261218,0.46747792588976,AFG
Afghanistan,2014,0.0274220117886718,0.0920803760171522,0.186628541688171,0.000147299663227053,0.0417440938301326,0.111097853227535,0.45912017621489,AFG
